"SEQ";"Country";"Continent";"Time";"fim2";"fim3";"prn_allele";"ptxA";"ptxP"
"ERR6044852|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044853|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044854|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044855|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044856|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044857|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044858|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044859|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044860|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044861|2017|France|Europe";"France";"Europe";"2017";"Others";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044862|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044863|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044864|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044865|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044866|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044867|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044868|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044869|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044870|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044871|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044872|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044873|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044874|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044875|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044876|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044877|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044878|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"Others";"prn1";"ptxA1";"ptxP1"
"ERR6044879|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044880|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044881|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044882|2017|France|Europe";"France";"Europe";"2017";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044883|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044884|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044885|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044886|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044887|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044888|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044889|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044890|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044891|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044892|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044893|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044894|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044895|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044896|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044897|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044898|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044899|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044900|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"Others";"prn1";"ptxA1";"ptxP1"
"ERR6044901|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044902|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044903|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044904|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044905|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044906|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044907|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044908|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044909|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044910|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044911|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044912|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044913|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044914|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044915|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044916|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044917|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044918|2018|France|Europe";"France";"Europe";"2018";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044919|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044920|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044921|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044922|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044923|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044924|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044925|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044926|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044927|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044928|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044930|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044931|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044932|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044933|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044934|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044935|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044936|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044937|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"Others";"ptxP3"
"ERR6044938|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044939|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044940|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044941|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044942|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044943|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044944|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044945|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044946|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044947|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044948|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044949|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044950|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044951|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044952|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044953|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"Others"
"ERR6044954|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044955|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044956|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044957|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044958|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044959|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044960|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044961|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044962|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044963|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044964|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044965|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044966|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044967|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6044968|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"ERR6044969|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR6045017|2012|France|Europe";"France";"Europe";"2012";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR8052263|2009|France|Europe";"France";"Europe";"2009";"fim2-1";"fim3-1";"Others";"ptxA1";"Others"
"ERR8052264|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"Others"
"ERR8052265|2011|France|Europe";"France";"Europe";"2011";"fim2-1";"fim3-2";"Others";"ptxA1";"Others"
"ERR8052266|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"ERR8052267|2019|France|Europe";"France";"Europe";"2019";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR0240|1996|France|Europe";"France";"Europe";"1996";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0242|1996|France|Europe";"France";"Europe";"1996";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR0243|1996|France|Europe";"France";"Europe";"1996";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0244|1996|France|Europe";"France";"Europe";"1996";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0245|1996|France|Europe";"France";"Europe";"1996";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR0246|1996|France|Europe";"France";"Europe";"1996";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR0247|1996|France|Europe";"France";"Europe";"1996";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR0257|1996|France|Europe";"France";"Europe";"1996";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0259|1996|France|Europe";"France";"Europe";"1996";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR0260|1996|France|Europe";"France";"Europe";"1996";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0262|1996|France|Europe";"France";"Europe";"1996";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0263|1996|France|Europe";"France";"Europe";"1996";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0264|1996|France|Europe";"France";"Europe";"1996";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0269|1996|France|Europe";"France";"Europe";"1996";"fim2-1";"fim3-1";"prn1";"ptxA1";"ptxP1"
"FR0274|1996|France|Europe";"France";"Europe";"1996";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0276|1996|France|Europe";"France";"Europe";"1996";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0277|1996|France|Europe";"France";"Europe";"1996";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0278|1996|France|Europe";"France";"Europe";"1996";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0279|1996|France|Europe";"France";"Europe";"1996";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0282|1996|France|Europe";"France";"Europe";"1996";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR0287|1996|France|Europe";"France";"Europe";"1996";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0290|1996|France|Europe";"France";"Europe";"1996";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0299|1996|France|Europe";"France";"Europe";"1996";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR0316|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0334|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR0347|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0349|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0364|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0370|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0372|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"Others";"prn1";"ptxA1";"ptxP1"
"FR0373|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR0375|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR0377|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0380|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0383|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0386|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0387|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0390|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0391|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0392|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-1";"prn1";"ptxA1";"ptxP1"
"FR0393|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR0395|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"Others";"prn1";"ptxA1";"ptxP1"
"FR0432|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0435|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR0436|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0437|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0450|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0452|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR0458|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0459|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR0460|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"Others";"prn1";"ptxA1";"ptxP1"
"FR0462|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"Others";"prn1";"ptxA1";"ptxP1"
"FR0463|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0464|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR0484|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0512|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR0528|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR0533|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0620|1998|France|Europe";"France";"Europe";"1998";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR0621|1998|France|Europe";"France";"Europe";"1998";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR0622|1998|France|Europe";"France";"Europe";"1998";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR0623|1998|France|Europe";"France";"Europe";"1998";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR0665|1998|France|Europe";"France";"Europe";"1998";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR0668|1998|France|Europe";"France";"Europe";"1998";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR0670|1998|France|Europe";"France";"Europe";"1998";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR0671|1999|France|Europe";"France";"Europe";"1999";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR0672|1999|France|Europe";"France";"Europe";"1999";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR0675|1999|France|Europe";"France";"Europe";"1999";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR0901|2000|France|Europe";"France";"Europe";"2000";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR0902|2000|France|Europe";"France";"Europe";"2000";"fim2-1";"Others";"Others";"ptxA1";"ptxP1"
"FR0907|2000|France|Europe";"France";"Europe";"2000";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR0908|2000|France|Europe";"France";"Europe";"2000";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR0922|2000|France|Europe";"France";"Europe";"2000";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR0924|2000|France|Europe";"France";"Europe";"2000";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR0999|2000|France|Europe";"France";"Europe";"2000";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR1000|2000|France|Europe";"France";"Europe";"2000";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR1001|2000|France|Europe";"France";"Europe";"2000";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR1002|2000|France|Europe";"France";"Europe";"2000";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR1003|2000|France|Europe";"France";"Europe";"2000";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR1004|2000|France|Europe";"France";"Europe";"2000";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR1005|2000|France|Europe";"France";"Europe";"2000";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR1006|2000|France|Europe";"France";"Europe";"2000";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR1008|2000|France|Europe";"France";"Europe";"2000";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR1010|2001|France|Europe";"France";"Europe";"2001";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR1011|2001|France|Europe";"France";"Europe";"2001";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR1012|2001|France|Europe";"France";"Europe";"2001";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR1013|2001|France|Europe";"France";"Europe";"2001";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR1014|2001|France|Europe";"France";"Europe";"2001";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR1016|2000|France|Europe";"France";"Europe";"2000";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR1018|1997|France|Europe";"France";"Europe";"1997";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR1019|2000|France|Europe";"France";"Europe";"2000";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR1021|1998|France|Europe";"France";"Europe";"1998";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR1022|1996|France|Europe";"France";"Europe";"1996";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR1023|1996|France|Europe";"France";"Europe";"1996";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP1"
"FR1024|2001|France|Europe";"France";"Europe";"2001";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR1026|2001|France|Europe";"France";"Europe";"2001";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR1028|2001|France|Europe";"France";"Europe";"2001";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR1029|2001|France|Europe";"France";"Europe";"2001";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3105|2004|France|Europe";"France";"Europe";"2004";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR3119|2004|France|Europe";"France";"Europe";"2004";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3124|2004|France|Europe";"France";"Europe";"2004";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR3126|2004|France|Europe";"France";"Europe";"2004";"fim2-1";"fim3-1";"Others";"ptxA1";"ptxP3"
"FR3133|2004|France|Europe";"France";"Europe";"2004";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3134|2004|France|Europe";"France";"Europe";"2004";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
"FR3140|2004|France|Europe";"France";"Europe";"2004";"fim2-1";"fim3-2";"Others";"ptxA1";"ptxP3"
