"","seqnames","start","end","width","strand","type","gene","locus_tag","old_locus_tag","loctype","pseudo","gene_synonym","gene_id","product"
"177","Tohama I",3915018,3915647,630,"-","gene",NA,"BP_RS00885",BP0171,"normal",FALSE,NA,"BP_RS00885","LysE family transporter"
"178","Tohama I",3913362,3914969,1608,"-","gene",NA,"BP_RS00890",BP0172,"normal",FALSE,NA,"BP_RS00890","peptide chain release factor 3"
"179","Tohama I",3912654,3913337,684,"-","gene",NA,"BP_RS00895",BP0173,"normal",FALSE,NA,"BP_RS00895","hypothetical protein"
"180","Tohama I",3912096,3912572,477,"+","gene","bfr","BP_RS00900",BP0174,"normal",FALSE,NA,"BP_RS00900","bacterioferritin"
"181","Tohama I",3910939,3911889,951,"-","gene",NA,"BP_RS00905",BP0175,"normal",FALSE,NA,"BP_RS00905","IS481-like element IS481 family transposase"
"182","Tohama I",3910135,3910942,808,"+","gene",NA,"BP_RS00910",BP0176,"normal",TRUE,NA,"BP_RS00910","response regulator transcription factor"
"183","Tohama I",3909296,3909823,528,"-","gene",NA,"BP_RS00915",BP0177,"normal",FALSE,NA,"BP_RS00915","META domain-containing protein"
"184","Tohama I",3908389,3909204,816,"-","gene",NA,"BP_RS00920",BP0178,"normal",FALSE,NA,"BP_RS00920","META and DUF4377 domain-containing protein"
"185","Tohama I",3907594,3908328,735,"-","gene",NA,"BP_RS00925",BP0179,"normal",FALSE,NA,"BP_RS00925","sulfurtransferase"
"186","Tohama I",3905478,3907556,2079,"+","gene","metG","BP_RS00930",BP0180,"normal",FALSE,NA,"BP_RS00930","methionine--tRNA ligase"
"187","Tohama I",3904956,3905228,273,"+","gene",NA,"BP_RS00935",BP0181,"normal",FALSE,NA,"BP_RS00935","hypothetical protein"
"188","Tohama I",3903769,3904857,1089,"-","gene","apbC","BP_RS00940",BP0182,"normal",FALSE,NA,"BP_RS00940","iron-sulfur cluster carrier protein ApbC"
"189","Tohama I",3901861,3903765,1905,"-","gene",NA,"BP_RS00945",BP0183,"normal",FALSE,NA,"BP_RS00945","BamA/TamA family outer membrane protein"
"190","Tohama I",3898166,3901864,3699,"-","gene",NA,"BP_RS00950",BP0184,"normal",FALSE,NA,"BP_RS00950","translocation/assembly module TamBdomain-containing protein"
"191","Tohama I",3897542,3898105,564,"-","gene",NA,"BP_RS00955",BP0185,"normal",FALSE,NA,"BP_RS00955","dCTP deaminase"
"192","Tohama I",3897112,3897534,423,"+","gene",NA,"BP_RS00960",BP0186,"normal",FALSE,NA,"BP_RS00960","VOC family protein"
"193","Tohama I",3896665,3897084,420,"+","gene",NA,"BP_RS00965",BP0187,"normal",FALSE,NA,"BP_RS00965","VOC family protein"
"194","Tohama I",3896163,3896636,474,"+","gene",NA,"BP_RS00970",BP0188,"normal",FALSE,NA,"BP_RS00970","GNAT family N-acetyltransferase"
"195","Tohama I",3895566,3896063,498,"-","gene",NA,"BP_RS00975",BP0189,"normal",FALSE,NA,"BP_RS00975","hypothetical protein"
"196","Tohama I",3893141,3895411,2271,"-","gene",NA,"BP_RS00980",BP0190,"normal",FALSE,NA,"BP_RS00980","arginine/lysine/ornithine decarboxylase"
"197","Tohama I",3891860,3893092,1233,"-","gene",NA,"BP_RS00985",BP0191,"normal",FALSE,NA,"BP_RS00985","NAD(P)/FAD-dependent oxidoreductase"
"198","Tohama I",3890811,3891761,951,"-","gene",NA,"BP_RS00990",BP0192,"normal",FALSE,NA,"BP_RS00990","IS481-like element IS481 family transposase"
"199","Tohama I",3890073,3890708,636,"-","gene",NA,"BP_RS00995",BP0193,"normal",FALSE,NA,"BP_RS00995","superoxide dismutase"
"200","Tohama I",3889183,3890076,894,"-","gene",NA,"BP_RS01000",BP0194,"normal",FALSE,NA,"BP_RS01000","ZIP family metal transporter"
"201","Tohama I",3887688,3888788,1101,"-","gene","gcvT","BP_RS01005",BP0195,"normal",FALSE,NA,"BP_RS01005","glycine cleavage system aminomethyltransferaseGcvT"
"202","Tohama I",3887232,3887606,375,"-","gene","gcvH","BP_RS01010",BP0196,"normal",FALSE,NA,"BP_RS01010","glycine cleavage system protein GcvH"
"203","Tohama I",3884308,3887172,2865,"-","gene","gcvP","BP_RS01015",BP0197,"normal",FALSE,NA,"BP_RS01015","aminomethyl-transferring glycine dehydrogenase"
"204","Tohama I",3883423,3884163,741,"+","gene",NA,"BP_RS01020",BP0198,"normal",FALSE,NA,"BP_RS01020","FadR family transcriptional regulator"
"205","Tohama I",3882142,3883353,1212,"-","gene",NA,"BP_RS01025",BP0199,"normal",FALSE,NA,"BP_RS01025","CoA transferase"
"206","Tohama I",3881145,3882113,969,"-","gene",NA,"BP_RS01030",BP0200,"normal",FALSE,NA,"BP_RS01030","tripartite tricarboxylate transporter substratebinding protein"
"207","Tohama I",3880633,3881148,516,"-","gene",NA,"BP_RS01035",BP0201,"normal",TRUE,NA,"BP_RS01035","enoyl-CoA hydratase/isomerase family protein"
"208","Tohama I",3879581,3880531,951,"-","gene",NA,"BP_RS01040",BP0202,"normal",FALSE,NA,"BP_RS01040","IS481-like element IS481 family transposase"
"209","Tohama I",3878511,3879461,951,"+","gene",NA,"BP_RS01045",BP0203,"normal",FALSE,NA,"BP_RS01045","IS481-like element IS481 family transposase"
"210","Tohama I",3877395,3878396,1002,"+","gene",NA,"BP_RS01050",BP0204,"normal",FALSE,NA,"BP_RS01050","HindIII family type II restriction endonuclease"
"211","Tohama I",3876738,3877304,567,"+","gene",NA,"BP_RS01055",BP0205,"normal",FALSE,NA,"BP_RS01055","preprotein translocase subunit SecD"
"212","Tohama I",3874506,3876419,1914,"-","gene","thiC","BP_RS01060",BP0206,"normal",FALSE,NA,"BP_RS01060","phosphomethylpyrimidine synthase ThiC"
"213","Tohama I",3873034,3874464,1431,"+","gene",NA,"BP_RS01065",BP0207,"normal",FALSE,NA,"BP_RS01065","aldehyde dehydrogenase family protein"
"214","Tohama I",3871509,3872921,1413,"+","gene",NA,"BP_RS01070",BP0208,"normal",FALSE,NA,"BP_RS01070","FAD-binding oxidoreductase"
"215","Tohama I",3870797,3871492,696,"+","gene",NA,"BP_RS01075",BP0209,"normal",FALSE,NA,"BP_RS01075","FadR family transcriptional regulator"
"216","Tohama I",3869628,3870578,951,"-","gene",NA,"BP_RS01080",BP0210,"normal",FALSE,NA,"BP_RS01080","IS481-like element IS481 family transposase"
"217","Tohama I",3868579,3869529,951,"-","gene",NA,"BP_RS01085",BP0211,"normal",FALSE,NA,"BP_RS01085","IS481-like element IS481 family transposase"
"218","Tohama I",3867655,3868554,900,"+","gene",NA,"BP_RS01090",BP0212,"normal",FALSE,NA,"BP_RS01090","virginiamycin B lyase"
"219","Tohama I",3866952,3867500,549,"-","gene",NA,"BP_RS01095",BP0213,"normal",FALSE,NA,"BP_RS01095","N-acetyltransferase"
"220","Tohama I",3866194,3866913,720,"+","gene","queC","BP_RS01100",BP0214,"normal",FALSE,NA,"BP_RS01100","7-cyano-7-deazaguanine synthase QueC"
"221","Tohama I",3863180,3866122,2943,"-","gene","ppc","BP_RS01105",BP0215,"normal",FALSE,NA,"BP_RS01105","phosphoenolpyruvate carboxylase"
"222","Tohama I",3859791,3862586,2796,"-","gene","sphB1","BP_RS01110",BP0216,"normal",FALSE,NA,"BP_RS01110","serine protease autotransporter SphB1"
"223","Tohama I",3858401,3859333,933,"-","gene",NA,"BP_RS01115",BP0217,"normal",FALSE,NA,"BP_RS01115","3-hydroxyacyl-CoA dehydrogenase family protein"
"224","Tohama I",3856940,3858289,1350,"-","gene",NA,"BP_RS01120",BP0218,"normal",FALSE,NA,"BP_RS01120","short-chain fatty acid transporter"
"225","Tohama I",3856183,3856908,726,"-","gene",NA,"BP_RS01125",BP0219,"normal",FALSE,NA,"BP_RS01125","SDR family oxidoreductase"
"226","Tohama I",3855281,3856132,852,"+","gene",NA,"BP_RS01130",BP0220,"normal",FALSE,NA,"BP_RS01130","IclR family transcriptional regulator"
"227","Tohama I",3854465,3855151,687,"-","gene",NA,"BP_RS01135",BP0221,"normal",FALSE,NA,"BP_RS01135","3-oxoacid CoA-transferase subunit A"
"228","Tohama I",3853821,3854465,645,"-","gene",NA,"BP_RS01140",BP0222,"normal",FALSE,NA,"BP_RS01140","CoA transferase subunit B"
"229","Tohama I",3853489,3853764,276,"-","gene","catC","BP_RS01145",BP0223,"normal",FALSE,NA,"BP_RS01145","muconolactone Delta-isomerase"
"230","Tohama I",3853167,3853463,297,"-","gene",NA,"BP_RS01150",BP0224,"normal",FALSE,NA,"BP_RS01150","YciI family protein"
"231","Tohama I",3852342,3853121,780,"-","gene","pcaD","BP_RS01155",BP0225,"normal",FALSE,NA,"BP_RS01155","3-oxoadipate enol-lactonase"
"232","Tohama I",3851296,3852336,1041,"-","gene",NA,"BP_RS01160",BP0226,"normal",FALSE,NA,"BP_RS01160","cyclase family protein"
"233","Tohama I",3850868,3851191,324,"+","gene",NA,"BP_RS01165",BP0227,"normal",FALSE,NA,"BP_RS01165","phosphate starvation-inducible protein"
"234","Tohama I",3849761,3850711,951,"+","gene",NA,"BP_RS01170",BP0228,"normal",FALSE,NA,"BP_RS01170","IS481-like element IS481 family transposase"
"235","Tohama I",3848865,3849662,798,"+","gene",NA,"BP_RS01175",BP0229,"normal",FALSE,NA,"BP_RS01175","SDR family oxidoreductase"
"236","Tohama I",3848043,3848868,826,"+","gene",NA,"BP_RS01180",BP0230,"normal",TRUE,NA,"BP_RS01180","N-acyl homoserine lactonase family protein"
"237","Tohama I",3847505,3847915,411,"-","gene",NA,"BP_RS01185",BP0231,"normal",FALSE,NA,"BP_RS01185","carboxymuconolactone decarboxylase familyprotein"
"238","Tohama I",3846500,3847450,951,"-","gene","yihU","BP_RS01190",BP0232,"normal",TRUE,NA,"BP_RS01190","sulfolactaldehyde 3-reductase"
"239","Tohama I",3845740,3846483,744,"+","gene",NA,"BP_RS01195",BP0233,"normal",FALSE,NA,"BP_RS01195","GntR family transcriptional regulator"
"240","Tohama I",3844653,3845696,1044,"+","gene",NA,"BP_RS01200",BP0234,"normal",FALSE,NA,"BP_RS01200","TRAP transporter substrate-binding protein"
"241","Tohama I",3842380,3844482,2103,"-","gene",NA,"BP_RS01205",BP0235,"normal",FALSE,NA,"BP_RS01205","TRAP transporter large permease subunit"
"242","Tohama I",3840996,3842383,1388,"-","gene",NA,"BP_RS01210",BP0236,"normal",TRUE,NA,"BP_RS01210","MmgE/PrpD family protein"
"243","Tohama I",3840013,3840969,957,"-","gene",NA,"BP_RS01215",BP0237,"normal",FALSE,NA,"BP_RS01215","tripartite tricarboxylate transporter substratebinding protein"
"244","Tohama I",3839503,3839994,492,"+","gene",NA,"BP_RS01220",BP0238,"normal",FALSE,NA,"BP_RS01220","2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase"
"245","Tohama I",3838151,3839506,1356,"+","gene","pcnB","BP_RS01225",BP0239,"normal",FALSE,NA,"BP_RS01225","polynucleotide adenylyltransferase PcnB"
"246","Tohama I",3837452,3838150,699,"+","gene",NA,"BP_RS01230",BP0240,"normal",FALSE,NA,"BP_RS01230","HAD-IB family hydrolase"
"247","Tohama I",3836754,3837455,702,"+","gene","hda","BP_RS01235",BP0241,"normal",FALSE,NA,"BP_RS01235","DnaA regulatory inactivator Hda"
"248","Tohama I",3835452,3836501,1050,"-","gene",NA,"BP_RS01240",BP0242,"normal",FALSE,NA,"BP_RS01240","phosphoribosylformylglycinamidine cyclo-ligase"
"249","Tohama I",3834405,3835346,942,"+","gene","miaA","BP_RS01245",BP0243,"normal",FALSE,NA,"BP_RS01245","tRNA (adenosine(37)-N6)-dimethylallyltransferaseMiaA"
"250","Tohama I",3832519,3834408,1890,"+","gene","mutL","BP_RS01250",BP0244,"normal",FALSE,NA,"BP_RS01250","DNA mismatch repair endonuclease MutL"
"251","Tohama I",3831794,3832432,639,"-","gene",NA,"BP_RS01255",BP0245,"normal",FALSE,NA,"BP_RS01255","VTT domain-containing protein"
"252","Tohama I",3830266,3831651,1386,"+","gene",NA,"BP_RS01260",BP0246,"normal",FALSE,NA,"BP_RS01260","N-acetylmuramoyl-L-alanine amidase"
"253","Tohama I",3829799,3830335,537,"+","gene",NA,"BP_RS01265",BP0247,"normal",FALSE,NA,"BP_RS01265","bifunctional alanine racemase/tRNA(adenosine(37)-N6)-threonylcarbamoyltransferase complexATPase subunit type 1 TsaE"
"254","Tohama I",3828256,3829647,1392,"-","gene","fumC","BP_RS01270",BP0248,"normal",FALSE,NA,"BP_RS01270","class II fumarate hydratase"
"255","Tohama I",3827259,3828239,981,"+","gene",NA,"BP_RS01275",BP0249,"normal",FALSE,NA,"BP_RS01275","AEC family transporter"
"256","Tohama I",3826140,3827123,984,"-","gene",NA,"BP_RS01280",BP0250,"normal",FALSE,NA,"BP_RS01280","tripartite tricarboxylate transporter substratebinding protein BugE"
"257","Tohama I",3825176,3826075,900,"+","gene",NA,"BP_RS01285",BP0251,"normal",FALSE,NA,"BP_RS01285","LysR family transcriptional regulator"
"258","Tohama I",3823315,3825069,1755,"-","gene","ggt","BP_RS01290",BP0252,"normal",FALSE,NA,"BP_RS01290","gamma-glutamyltransferase"
"259","Tohama I",3822183,3823307,1125,"+","gene",NA,"BP_RS01295",BP0253,"normal",FALSE,NA,"BP_RS01295","CoA transferase"
"260","Tohama I",3821189,3822169,981,"+","gene",NA,"BP_RS01300",BP0254,"normal",FALSE,NA,"BP_RS01300","tripartite tricarboxylate transporter substratebinding protein"
"261","Tohama I",3820545,3821153,609,"+","gene",NA,"BP_RS01305",BP0255,"normal",TRUE,NA,"BP_RS01305","DNA alkylation response protein"
"262","Tohama I",3819508,3820458,951,"-","gene",NA,"BP_RS01310",BP0256,"normal",FALSE,NA,"BP_RS01310","IS481-like element IS481 family transposase"
"263","Tohama I",3819122,3819514,393,"-","gene",NA,"BP_RS01315",BP0257,"normal",TRUE,NA,"BP_RS01315","TonB-dependent receptor"
"264","Tohama I",3818403,3818948,546,"-","gene",NA,"BP_RS01320",BP0258,"normal",FALSE,NA,"BP_RS01320","GbsR/MarR family transcriptional regulator"
"265","Tohama I",3816700,3818319,1620,"-","gene",NA,"BP_RS01325",BP0259,"normal",FALSE,NA,"BP_RS01325","cytochrome d ubiquinol oxidase subunit I"
"266","Tohama I",3815530,3816684,1155,"-","gene","cydB","BP_RS01330",BP0260,"normal",FALSE,NA,"BP_RS01330","cytochrome d ubiquinol oxidase subunit II"
"267","Tohama I",3815391,3815516,126,"-","gene","cydX","BP_RS01335",BP0261,"normal",FALSE,NA,"BP_RS01335","cytochrome bd-I oxidase subunit CydX"
"268","Tohama I",3813643,3815394,1752,"-","gene","cydD","BP_RS01340",BP0262,"normal",FALSE,NA,"BP_RS01340","thiol reductant ABC exporter subunit CydD"
"269","Tohama I",3811967,3813646,1680,"-","gene","cydC","BP_RS01345",BP0263,"normal",FALSE,NA,"BP_RS01345","thiol reductant ABC exporter subunit CydC"
"270","Tohama I",3811356,3811904,549,"-","gene",NA,"BP_RS01350",BP0264,"normal",FALSE,NA,"BP_RS01350","adenine phosphoribosyltransferase"
"271","Tohama I",3810457,3811343,887,"+","gene",NA,"BP_RS01355",BP0265,"normal",TRUE,NA,"BP_RS01355","LysR family transcriptional regulator"
"272","Tohama I",3809935,3810213,279,"-","gene",NA,"BP_RS01360",BP0266,"normal",FALSE,NA,"BP_RS01360","DUF4148 domain-containing protein"
"273","Tohama I",3808886,3809725,840,"-","gene",NA,"BP_RS01365",BP0267,"normal",TRUE,NA,"BP_RS01365","porin"
"274","Tohama I",3807941,3808891,951,"+","gene",NA,"BP_RS01370",BP0268,"normal",FALSE,NA,"BP_RS01370","IS481-like element IS481 family transposase"
"275","Tohama I",3807502,3807663,162,"-","gene",NA,"BP_RS01380",BP0270,"normal",FALSE,NA,"BP_RS01380","DUF4224 domain-containing protein"
"276","Tohama I",3807354,3807494,141,"-","gene",NA,"BP_RS19495",BP0271,"normal",FALSE,NA,"BP_RS19495","hypothetical protein"
"277","Tohama I",3806913,3806988,76,"+","gene",NA,"BP_RS01390",BPt06,"normal",FALSE,NA,"BP_RS01390",NA
"278","Tohama I",3806386,3806835,450,"+","gene",NA,"BP_RS01395",BP0273,"normal",FALSE,NA,"BP_RS01395","ClpXP protease specificity-enhancing factor"
"279","Tohama I",3805765,3806376,612,"+","gene",NA,"BP_RS01400",BP0274,"normal",FALSE,NA,"BP_RS01400","glutathione S-transferase N-terminaldomain-containing protein"
"280","Tohama I",3804752,3805606,855,"+","gene",NA,"BP_RS01405",BP0275,"normal",FALSE,NA,"BP_RS01405","cytochrome c1"
"281","Tohama I",3803350,3804732,1383,"+","gene",NA,"BP_RS01410",BP0276,"normal",FALSE,NA,"BP_RS01410","cytochrome bc complex cytochrome b subunit"
"282","Tohama I",3802644,3803285,642,"+","gene","petA","BP_RS01415",BP0277,"normal",FALSE,NA,"BP_RS01415","ubiquinol-cytochrome c reductase iron-sulfursubunit"
"283","Tohama I",3802046,3802504,459,"-","gene","mscL","BP_RS01420",BP0278,"normal",FALSE,NA,"BP_RS01420","large conductance mechanosensitive channelprotein MscL"
"284","Tohama I",3801245,3802021,777,"+","gene",NA,"BP_RS01425",BP0279,"normal",FALSE,NA,"BP_RS01425","Nif3-like dinuclear metal center hexamericprotein"
"285","Tohama I",3800055,3801191,1137,"-","gene",NA,"BP_RS01430",BP0280,"normal",FALSE,NA,"BP_RS01430","trypsin-like peptidase domain-containingprotein"
"286","Tohama I",3799108,3800058,951,"+","gene",NA,"BP_RS01435",BP0281,"normal",FALSE,NA,"BP_RS01435","IS481-like element IS481 family transposase"
"287","Tohama I",3798383,3799009,627,"+","gene",NA,"BP_RS01440",BP0282,"normal",FALSE,NA,"BP_RS01440","FMN-binding negative transcriptional regulator"
"288","Tohama I",3797434,3798360,927,"+","gene",NA,"BP_RS01445",BP0283,"normal",FALSE,NA,"BP_RS01445","glyoxylate/hydroxypyruvate reductase A"
"289","Tohama I",3795839,3797425,1587,"+","gene",NA,"BP_RS01450",BP0284,"normal",FALSE,NA,"BP_RS01450","ABC transporter substrate-binding protein"
"290","Tohama I",3794838,3795842,1005,"+","gene",NA,"BP_RS01455",BP0285,"normal",FALSE,NA,"BP_RS01455","alpha/beta hydrolase"
"291","Tohama I",3793778,3794638,861,"-","gene",NA,"BP_RS01460",BP0286,"normal",FALSE,NA,"BP_RS01460","helix-turn-helix transcriptional regulator"
"292","Tohama I",3792745,3793746,1002,"+","gene",NA,"BP_RS01465",BP0287,"normal",FALSE,NA,"BP_RS01465","2-isopropylmalate synthase"
"293","Tohama I",3791865,3792674,810,"-","gene",NA,"BP_RS01470",BP0288,"normal",FALSE,NA,"BP_RS01470","helix-turn-helix transcriptional regulator"
"294","Tohama I",3789928,3791787,1860,"-","gene","ilvD","BP_RS01475",BP0289,"normal",FALSE,NA,"BP_RS01475","dihydroxy-acid dehydratase"
"295","Tohama I",3788597,3789799,1203,"+","gene",NA,"BP_RS01480",BP0290,"normal",FALSE,NA,"BP_RS01480","MFS transporter"
"296","Tohama I",3787602,3788483,882,"-","gene",NA,"BP_RS01485",BP0291,"normal",FALSE,NA,"BP_RS01485","LysR family transcriptional regulator"
"297","Tohama I",3786229,3787568,1340,"+","gene",NA,"BP_RS01490",BP0292,"normal",TRUE,NA,"BP_RS01490","Gfo/Idh/MocA family oxidoreductase"
"298","Tohama I",3785539,3786099,561,"+","gene",NA,"BP_RS01495",BP0294,"normal",FALSE,NA,"BP_RS01495","5'-3'-deoxyribonucleotidase"
"299","Tohama I",3784529,3785479,951,"+","gene",NA,"BP_RS01500",BP0295,"normal",FALSE,NA,"BP_RS01500","IS481-like element IS481 family transposase"
"300","Tohama I",3784050,3784337,288,"+","gene",NA,"BP_RS01505",BP0296,"normal",FALSE,NA,"BP_RS01505","hypothetical protein"
"301","Tohama I",3783011,3783961,951,"-","gene",NA,"BP_RS01510",BP0297,"normal",FALSE,NA,"BP_RS01510","IS481-like element IS481 family transposase"
"302","Tohama I",3782016,3783014,999,"+","gene",NA,"BP_RS01515",BP0298,"normal",FALSE,NA,"BP_RS01515","hypothetical protein"
"303","Tohama I",3781470,3781973,504,"+","gene",NA,"BP_RS01520",BP0299,"normal",FALSE,NA,"BP_RS01520","MarR family transcriptional regulator"
"304","Tohama I",3780576,3781466,891,"+","gene",NA,"BP_RS01525",BP0300,"normal",FALSE,NA,"BP_RS01525","alpha/beta hydrolase"
"305","Tohama I",3779190,3780353,1164,"-","gene",NA,"BP_RS01530",BP0301,"normal",FALSE,NA,"BP_RS01530","ABC transporter substrate-binding protein"
"306","Tohama I",3778173,3779093,921,"-","gene",NA,"BP_RS01535",BP0302,"normal",FALSE,NA,"BP_RS01535","branched-chain amino acid ABC transporterpermease"
"307","Tohama I",3777204,3778169,966,"-","gene",NA,"BP_RS01540",BP0303,"normal",FALSE,NA,"BP_RS01540","branched-chain amino acid ABC transporterpermease"
"308","Tohama I",3776413,3777207,795,"-","gene",NA,"BP_RS01545",BP0304,"normal",FALSE,NA,"BP_RS01545","ABC transporter ATP-binding protein"
"309","Tohama I",3775715,3776419,705,"-","gene",NA,"BP_RS01550",BP0305,"normal",FALSE,NA,"BP_RS01550","ABC transporter ATP-binding protein"
"310","Tohama I",3773163,3775509,2347,"-","gene",NA,"BP_RS01555",BP0306,"normal",TRUE,NA,"BP_RS01555","bifunctional salicylyl-CoA5-hydroxylase/oxidoreductase"
"311","Tohama I",3772373,3773166,794,"-","gene",NA,"BP_RS01560",BP0308,"normal",TRUE,NA,"BP_RS01560","SDR family oxidoreductase"
"312","Tohama I",3771488,3772351,864,"-","gene",NA,"BP_RS01565",BP0309,"normal",FALSE,NA,"BP_RS01565","enoyl-CoA hydratase family protein"
"313","Tohama I",3770316,3771485,1170,"-","gene",NA,"BP_RS01570",BP0310,"normal",FALSE,NA,"BP_RS01570","acyl-CoA dehydrogenase family protein"
"314","Tohama I",3768626,3770275,1650,"-","gene",NA,"BP_RS01575",BP0311,"normal",FALSE,NA,"BP_RS01575","AMP-binding protein"
"315","Tohama I",3768190,3768624,435,"-","gene",NA,"BP_RS01580",BP0312,"normal",FALSE,NA,"BP_RS01580","acyl-CoA thioesterase"
"316","Tohama I",3767764,3768165,402,"-","gene",NA,"BP_RS01585",BP0313,"normal",FALSE,NA,"BP_RS01585","RidA family protein"
"317","Tohama I",3766045,3767670,1626,"+","gene",NA,"BP_RS01590",BP0314,"normal",FALSE,NA,"BP_RS01590","DUF342 domain-containing protein"
"318","Tohama I",3764522,3765805,1284,"+","gene","hemL","BP_RS01595",BP0315,"normal",FALSE,NA,"BP_RS01595","glutamate-1-semialdehyde 2,1-aminomutase"
"319","Tohama I",3763852,3764505,654,"+","gene",NA,"BP_RS01600",BP0316,"normal",FALSE,NA,"BP_RS01600","thiamine phosphate synthase"
"320","Tohama I",3763007,3763855,849,"+","gene",NA,"BP_RS01605",BP0317,"normal",FALSE,NA,"BP_RS01605","hydroxymethylpyrimidine/phosphomethylpyrimidinekinase"
